0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.976823569671344316e-01,5.556070200790348412e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.895709800130968681e-01,-6.854003709013172241e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.463944843174409982e-02,4.372552801875291273e-01
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,8.949487995963849585e-01,1.972713443289411117e-01
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.318782619074159612e-01,-8.968351314091083104e-02
0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.888220234512548945e-01,-1.546782191803619533e-02
0.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,2.723137846415499830e-01,-2.726458787076935231e-02
0.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,-9.631065723773205578e-01,3.484418506850042174e-01
0.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,-6.154096765199128516e-01,5.150522015550307309e-02
0.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,-6.103488000199724928e-01,4.515372792542271529e-01
2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.016066119600036233e-01,4.957354890918374002e-01
2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.810922187797136651e-01,-7.447982716045178364e-01
2.000000000000000111e-01,2.000000000000000000e+00,0.000000000000000000e+00,9.654887384355149982e-02,3.772856704289460072e-01
2.000000000000000111e-01,3.000000000000000000e+00,0.000000000000000000e+00,9.549484207518671441e-01,1.974845606477767246e-01
2.000000000000000111e-01,4.000000000000000000e+00,0.000000000000000000e+00,9.175213290178931835e-01,-1.479405168229209477e-01
2.000000000000000111e-01,5.000000000000000000e+00,1.000000000000000000e+00,5.881887886883289118e-01,-7.546448027277311010e-02
2.000000000000000111e-01,6.000000000000000000e+00,1.000000000000000000e+00,3.317402212071741685e-01,-1.898819752763993701e-02
2.000000000000000111e-01,7.000000000000000000e+00,1.000000000000000000e+00,-9.455643845378725043e-01,2.910635303383304340e-01
2.000000000000000111e-01,8.000000000000000000e+00,2.000000000000000000e+00,-5.554194377868270083e-01,5.258746631390226467e-02
2.000000000000000111e-01,9.000000000000000000e+00,2.000000000000000000e+00,-6.003334210372168744e-01,3.923790830018752951e-01
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.056534797816426952e-01,4.358721208201289943e-01
4.000000000000000222e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.728619182394800058e-01,-8.042311089338716190e-01
4.000000000000000222e-01,2.000000000000000000e+00,0.000000000000000000e+00,9.851538721264610499e-02,3.173179055450588426e-01
4.000000000000000222e-01,3.000000000000000000e+00,0.000000000000000000e+00,1.014947463435282415e+00,1.978234958535370902e-01
4.000000000000000222e-01,4.000000000000000000e+00,0.000000000000000000e+00,9.031866037567675143e-01,-2.062029888927537358e-01
4.000000000000000222e-01,5.000000000000000000e+00,1.000000000000000000e+00,5.877570974819462668e-01,-1.354629272751942115e-01
4.000000000000000222e-01,6.000000000000000000e+00,1.000000000000000000e+00,3.911413383060451943e-01,-1.053199936261257040e-02
4.000000000000000222e-01,7.000000000000000000e+00,1.000000000000000000e+00,-9.279688000240631229e-01,2.337015620525629833e-01
4.000000000000000222e-01,8.000000000000000000e+00,2.000000000000000000e+00,-4.954297223194816246e-01,5.369833901000260062e-02
4.000000000000000222e-01,9.000000000000000000e+00,2.000000000000000000e+00,-5.903026583364396895e-01,3.332234932436732300e-01
6.000000000000000888e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.098294766357310936e-01,3.760176218223540423e-01
6.000000000000000888e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.648991919243805837e-01,-8.637003866294248322e-01
6.000000000000000888e-01,2.000000000000000000e+00,0.000000000000000000e+00,1.005419369688602821e-01,2.573521395107156717e-01
6.000000000000000888e-01,3.000000000000000000e+00,0.000000000000000000e+00,1.074945584024240564e+00,1.982983914134505143e-01
6.000000000000000888e-01,4.000000000000000000e+00,0.000000000000000000e+00,8.888753038389738403e-01,-2.644712194705133301e-01
6.000000000000000888e-01,5.000000000000000000e+00,1.000000000000000000e+00,5.875396683450914148e-01,-1.954625333119878738e-01
6.000000000000000888e-01,6.000000000000000000e+00,1.000000000000000000e+00,4.505148023828920989e-01,-1.883776220523273454e-03
6.000000000000000888e-01,7.000000000000000000e+00,1.000000000000000000e+00,-9.103170981643913251e-01,1.763568376094439283e-01
6.000000000000000888e-01,8.000000000000000000e+00,2.000000000000000000e+00,-4.354405696372822265e-01,5.483919854200935279e-02
6.000000000000000888e-01,9.000000000000000000e+00,2.000000000000000000e+00,-5.802557775762477998e-01,2.740706388155859097e-01
8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.141415893510283108e-01,3.161727750606606047e-01
8.000000000000000444e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.572251217630871833e-01,-9.232076017143163726e-01
8.000000000000000444e-01,2.000000000000000000e+00,0.000000000000000000e+00,1.026316809118196782e-01,1.973885424684028722e-01
8.000000000000000444e-01,3.000000000000000000e+00,0.000000000000000000e+00,1.134942357267715529e+00,1.989206456790353628e-01
8.000000000000000444e-01,4.000000000000000000e+00,0.000000000000000000e+00,8.745887385144607284e-01,-3.227455195626501849e-01
8.000000000000000444e-01,5.000000000000000000e+00,1.000000000000000000e+00,5.875502915312874608e-01,-2.554625323715538077e-01
8.000000000000000444e-01,6.000000000000000000e+00,1.000000000000000000e+00,5.098579904555232689e-01,6.969812282243748047e-03
8.000000000000000444e-01,7.000000000000000000e+00,1.000000000000000000e+00,-8.926063679879868706e-01,1.190303163769585448e-01
8.000000000000000444e-01,8.000000000000000000e+00,2.000000000000000000e+00,-3.754520230309131845e-01,5.601149375034589206e-02
8.000000000000000444e-01,9.000000000000000000e+00,2.000000000000000000e+00,-5.701919965855599681e-01,2.149206573094901707e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.185973178776190462e-01,2.563384497674200402e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.498630020805609808e-01,-9.827542153357488042e-01
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.047880052766026610e-01,1.374273027778007139e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.194937256631689149e+00,1.997029821198840760e-01
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.603283174070398553e-01,-3.810262229715747351e-01
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.878039378813768590e-01,-3.154619962319007986e-01
1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,5.691679456217184629e-01,1.604335724460066032e-02
1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,-8.748334911810898840e-01,6.172303193591333059e-02
1.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,-3.154641299974778601e-01,5.721676940724829130e-02
1.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,-5.601104813794048898e-01,1.557736958393684534e-01
1.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.232047222805626785e-01,1.965156127846445222e-01
1.200000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.428386160130042493e-01,-1.042341613335442618e+00
1.200000000000000178e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.070145459249251391e-01,7.746862937068332844e-02
1.200000000000000178e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.254929629408969793e+00,2.006596474489312221e-01
1.200000000000000178e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.460955604050982570e-01,-4.393136884176179757e-01
1.200000000000000178e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.883168796545606982e-01,-3.754598036146487572e-01
1.200000000000000178e+00,6.000000000000000000e+00,1.000000000000000000e+00,6.284413245387617808e-01,2.535284443545078592e-02
1.200000000000000178e+00,7.000000000000000000e+00,1.000000000000000000e+00,-8.569951231776592460e-01,4.436099508228041888e-03
1.200000000000000178e+00,8.000000000000000000e+00,2.000000000000000000e+00,-2.554769427347140520e-01,5.845667436413453516e-02
1.200000000000000178e+00,9.000000000000000000e+00,2.000000000000000000e+00,-5.500103417673813944e-01,9.662991189027000938e-02
1.400000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.279724747532170526e-01,1.367053416235847474e-01
1.400000000000000133e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.361805478891375376e-01,-1.101971053454044780e+00
1.400000000000000133e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.093152119422160506e-01,1.751275446357448279e-02
1.400000000000000133e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.314918665029260580e+00,2.018066458567290278e-01
1.400000000000000133e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.318921087540369630e-01,-4.976083019011634523e-01
1.400000000000000133e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.891068245026299666e-01,-4.354546032820950097e-01
1.400000000000000133e+00,6.000000000000000000e+00,1.000000000000000000e+00,6.876743352511188734e-01,3.491581687867127692e-02
1.400000000000000133e+00,7.000000000000000000e+00,1.000000000000000000e+00,-8.390876721428549567e-01,-5.282927569735398898e-02
1.400000000000000133e+00,8.000000000000000000e+00,2.000000000000000000e+00,-1.954905187035427261e-01,5.973297054939439438e-02
1.400000000000000133e+00,9.000000000000000000e+00,2.000000000000000000e+00,-5.398906265051065523e-01,3.748947426075560641e-02
1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.329099172325167499e-01,7.690883953722850441e-02
1.600000000000000089e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.299205349209922700e-01,-1.161643595193429856e+00
1.600000000000000089e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.116942119635203068e-01,-4.244006330922611009e-02
1.600000000000000089e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.374903354484164453e+00,2.031620170231421829e-01
1.600000000000000089e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.177197375253203449e-01,-5.559104793369629149e-01
1.600000000000000089e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.901930637436271221e-01,-4.954447698455520244e-01
1.600000000000000089e+00,6.000000000000000000e+00,1.000000000000000000e+00,7.468626633911453760e-01,4.475155843630439917e-02
1.600000000000000089e+00,7.000000000000000000e+00,1.000000000000000000e+00,-8.211072755723115568e-01,-1.100717890870191173e-01
1.600000000000000089e+00,8.000000000000000000e+00,2.000000000000000000e+00,-1.355049212698586636e-01,6.104754292244762848e-02
1.600000000000000089e+00,9.000000000000000000e+00,2.000000000000000000e+00,-5.297503179319068556e-01,-2.164743588883111247e-02
1.800000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.380271252633692769e-01,1.712745295269887252e-02
1.800000000000000044e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.240938609121380987e-01,-1.221360007259080227e+00
1.800000000000000044e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.141560836010005742e-01,-1.023895352672056225e-01
1.800000000000000044e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.434882438068628474e+00,2.047461673846540653e-01
1.800000000000000044e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.035803696668504248e-01,-6.142206694975418380e-01
1.800000000000000044e+00,5.000000000000000000e+00,1.000000000000000000e+00,5.915966360239961475e-01,-5.554283508061264030e-01
1.800000000000000044e+00,6.000000000000000000e+00,1.000000000000000000e+00,8.060013843528563982e-01,5.488130093119931996e-02
